"eventid","iyear","imonth","iday","country","country_txt","region","region_txt","city","latitude","longitude","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","natlty1","natlty1_txt","guncertain1","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weapdetail","nkill","nwound","ishostkid","ransom"
199601300010,1996,1,30,155,"West Bank and Gaza Strip",10,"Middle East & North Africa","Jenin",32.46,35.3,0,1,0,1,"Assassination",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost",97,"Israel",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",1,0,0,0
199601310001,1996,1,31,130,"Mexico",1,"North America","Tulancingo",20.08,-98.37,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",130,"Mexico",0,5,"Firearms",5,"Unknown Gun Type","Firearm",4,1,0,0
199601310002,1996,1,31,186,"Sri Lanka",6,"South Asia","Colombo",6.93,79.86,0,1,1,3,"Bombing/Explosion",1,"Business",3,"Bank/Commerce",186,"Sri Lanka",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Explosive",90,1272,0,0
199601310003,1996,1,31,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",,".",6,"Algeria",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",3,0,0,0
199602000001,1996,2,0,177,"Sierra Leone",11,"Sub-Saharan Africa","Unknown",,,0,1,0,2,"Armed Assault",1,"Business",,".",183,"South Africa",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",2,6,0,0
199602010001,1996,2,1,160,"Philippines",5,"Southeast Asia","Manila",14.6,120.98,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",68,"Named Civilian",160,"Philippines",0,5,"Firearms",5,"Unknown Gun Type","Firearm",,1,1,1
199602010002,1996,2,1,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",6,13,0,0
199602010003,1996,2,1,45,"Colombia",3,"South America","Bogota",4.6,-74.08,0,1,0,1,"Assassination",14,"Private Citizens & Property",68,"Named Civilian",45,"Colombia",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,0,0,0
199602010004,1996,2,1,60,"Egypt",10,"Middle East & North Africa","Abu Qurqas",27.93,30.84,0,1,0,1,"Assassination",3,"Police",25,"Police Security Forces/Officers",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602010005,1996,2,1,64,"Estonia",9,"Eastern Europe","Johvi",59.36,27.41,0,1,0,3,"Bombing/Explosion",19,"Transportation",99,"Bus (excluding tourists)",64,"Estonia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,10,0,0
199602020001,1996,2,2,147,"Nigeria",11,"Sub-Saharan Africa","Lagos",6.62,3.31,0,0,0,1,"Assassination",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",147,"Nigeria",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",0,1,0,0
199602020002,1996,2,2,603,"United Kingdom",8,"Western Europe","Moy",54.45,-6.69,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers",216,"Great Britain",0,5,"Firearms",5,"Unknown Gun Type","Small caliber; Automatic firearm - AK-47",0,0,0,0
199602020003,1996,2,2,6,"Algeria",10,"Middle East & North Africa","Messaad",34.16,3.5,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",6,"Algeria",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",11,0,0,0
199602020004,1996,2,2,65,"Ethiopia",11,"Sub-Saharan Africa","Dire Dawa",9.6,41.85,0,1,0,3,"Bombing/Explosion",1,"Business",8,"Hotel/Resort",65,"Ethiopia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",1,4,0,0
199602030001,1996,2,3,130,"Mexico",1,"North America","Mexico City",19.43,-99.13,0,1,0,8,"Unarmed Assault",7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)",217,"United States",0,9,"Melee",22,"Hands, Feet, Fists","Fists",0,1,0,0
199602030002,1996,2,3,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,13,"Unknown",,".",,1,0,0,0
199602030003,1996,2,3,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,13,"Unknown",,".",,1,0,0,0
199602030004,1996,2,3,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,13,"Unknown",,".",,1,0,0,0
199602030005,1996,2,3,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,13,"Unknown",,".",,1,0,0,0
199602030006,1996,2,3,153,"Pakistan",6,"South Asia","Landi Kotal",34.12,71.17,0,0,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",4,"Afghanistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",7,7,0,0
199602030007,1996,2,3,157,"Papua New Guinea",12,"Australasia & Oceania","Unknown",-6.16,155.38,0,1,0,3,"Bombing/Explosion",19,"Transportation",103,"Bridge/Car Tunnel",157,"Papua New Guinea",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,1,0,0
199602030009,1996,2,3,168,"Rwanda",11,"Sub-Saharan Africa","Kigali",-1.95,30.06,0,1,0,3,"Bombing/Explosion",21,"Utilities",107,"Electricity",168,"Rwanda",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",0,0,0,0
199602030010,1996,2,3,19,"Bangladesh",6,"South Asia","Rajshahi",24.37,88.6,0,0,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",19,"Bangladesh",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",0,0,0,0
199602030011,1996,2,3,69,"France",8,"Western Europe","Bastia",42.7,9.45,1,1,0,3,"Bombing/Explosion",1,"Business",5,"Industrial/Textiles/Factory",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602030012,1996,2,3,69,"France",8,"Western Europe","Bastia",42.7,9.45,1,1,0,3,"Bombing/Explosion",1,"Business",5,"Industrial/Textiles/Factory",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602040001,1996,2,4,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,4,0,0
199602040002,1996,2,4,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602040004,1996,2,4,19,"Bangladesh",6,"South Asia","Dhaka",23.81,90.41,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",84,"Political Party Member/Rally",19,"Bangladesh",0,5,"Firearms",5,"Unknown Gun Type","Firearm",0,0,0,0
199602040005,1996,2,4,83,"Guatemala",2,"Central America & Caribbean","Antigua",14.56,-90.73,0,0,0,1,"Assassination",2,"Government (General)",17,"Head of State",83,"Guatemala",0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,".","Truck",1,0,0,0
199602040006,1996,2,4,97,"Israel",10,"Middle East & North Africa","Afula",32.61,35.29,0,0,0,1,"Assassination",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)",97,"Israel",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",0,1,0,0
199602050001,1996,2,5,167,"Russia",9,"Eastern Europe","Moscow",55.75,37.62,0,1,0,1,"Assassination",1,"Business",3,"Bank/Commerce",167,"Russia",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",1,,0,0
199602050002,1996,2,5,6,"Algeria",10,"Middle East & North Africa","Ain Bessam",36.3,3.67,0,1,0,3,"Bombing/Explosion",1,"Business",6,"Medical/Pharmaceutical",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",5,22,0,0
199602050003,1996,2,5,19,"Bangladesh",6,"South Asia","Lok's Bazar",,,0,1,0,9,"Unknown",14,"Private Citizens & Property",84,"Political Party Member/Rally",19,"Bangladesh",0,13,"Unknown",,".",,0,31,0,0
199602050004,1996,2,5,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,0,1,0,1,"Assassination",22,"Violent Political Party",109,"Party Official/Candidate/Other Personnel",19,"Bangladesh",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602050005,1996,2,5,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,0,1,0,3,"Bombing/Explosion",22,"Violent Political Party",109,"Party Official/Candidate/Other Personnel",19,"Bangladesh",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602050006,1996,2,5,19,"Bangladesh",6,"South Asia","Feni",23.01,91.39,0,1,0,2,"Armed Assault",22,"Violent Political Party",111,"Rally",19,"Bangladesh",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602050007,1996,2,5,45,"Colombia",3,"South America","San Luis",6.04,-74.99,0,1,0,6,"Hostage Taking (Kidnapping)",1,"Business",5,"Industrial/Textiles/Factory",75,"Germany",0,13,"Unknown",,".",,0,0,1,0
199602050008,1996,2,5,60,"Egypt",10,"Middle East & North Africa","Gherees",,,0,1,0,1,"Assassination",1,"Business",7,"Retail/Grocery/Bakery",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,1,0,0
199602060001,1996,2,6,145,"Nicaragua",2,"Central America & Caribbean","Masaya",11.97,-86.09,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship",145,"Nicaragua",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602060002,1996,2,6,185,"Spain",8,"Western Europe","Donostia-San Sebastian",43.32,-1.98,0,1,0,1,"Assassination",1,"Business",,".",185,"Spain",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,0,0,0
199602060003,1996,2,6,60,"Egypt",10,"Middle East & North Africa","Mallawi",27.73,30.84,0,1,0,2,"Armed Assault",3,"Police",23,"Police Patrol (including vehicles and convoys)",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",2,6,0,0
199602070001,1996,2,7,183,"South Africa",11,"Sub-Saharan Africa","Johannesburg",-26.18,27.97,0,1,0,2,"Armed Assault",1,"Business",8,"Hotel/Resort",183,"South Africa",0,5,"Firearms",5,"Unknown Gun Type","Firearm",4,1,0,0
199602070002,1996,2,7,19,"Bangladesh",6,"South Asia","Feni",23.01,91.39,0,1,0,9,"Unknown",14,"Private Citizens & Property",84,"Political Party Member/Rally",19,"Bangladesh",0,13,"Unknown",,".",,0,30,0,0
199602070003,1996,2,7,19,"Bangladesh",6,"South Asia","Unknown",22.37,90.34,0,1,0,9,"Unknown",14,"Private Citizens & Property",84,"Political Party Member/Rally",19,"Bangladesh",0,13,"Unknown",,".",,0,30,0,0
199602070004,1996,2,7,19,"Bangladesh",6,"South Asia","Cox's Bazar",21.44,92.01,0,1,0,9,"Unknown",14,"Private Citizens & Property",84,"Political Party Member/Rally",19,"Bangladesh",0,13,"Unknown",,".",,0,30,0,0
199602070005,1996,2,7,19,"Bangladesh",6,"South Asia","Unknown",22.37,90.34,0,1,0,9,"Unknown",2,"Government (General)",18,"Government Personnel (excluding police, military)",19,"Bangladesh",0,13,"Unknown",,".",,0,0,0,0
199602070006,1996,2,7,19,"Bangladesh",6,"South Asia","Unknown",22.37,90.34,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602070007,1996,2,7,19,"Bangladesh",6,"South Asia","Unknown",22.37,90.34,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602070008,1996,2,7,19,"Bangladesh",6,"South Asia","Unknown",22.37,90.34,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602070009,1996,2,7,19,"Bangladesh",6,"South Asia","Unknown",22.37,90.34,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",73,"Vehicles/Transportation",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602070010,1996,2,7,19,"Bangladesh",6,"South Asia","Unknown",22.37,90.34,0,1,0,9,"Unknown",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square",19,"Bangladesh",0,13,"Unknown",,".",,0,0,0,0
199602070011,1996,2,7,45,"Colombia",3,"South America","Puerto Berrio district",6.49,-74.4,0,1,0,3,"Bombing/Explosion",21,"Utilities",108,"Oil",45,"Colombia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602080001,1996,2,8,159,"Peru",3,"South America","Unknown",-7.24,-76.83,0,1,0,3,"Bombing/Explosion",4,"Military",29,"Military Unit/Patrol/Convoy",159,"Peru",0,6,"Explosives/Bombs/Dynamite",11,"Projectile (rockets, mortars, RPGs, etc.)","Rocket propelled grenade",15,5,0,0
199602080003,1996,2,8,222,"Venezuela",3,"South America","Carabobo",6.17,-69.27,0,0,0,9,"Unknown",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost",222,"Venezuela",0,13,"Unknown",,".",,0,0,0,0
199602080005,1996,2,8,19,"Bangladesh",6,"South Asia","Rajshahi",24.37,88.6,0,1,0,2,"Armed Assault",19,"Transportation",105,"Taxi/Rickshaw",19,"Bangladesh",0,8,"Incendiary",,".",,1,0,0,0
199602080006,1996,2,8,19,"Bangladesh",6,"South Asia","Rajshahi",24.37,88.6,0,1,0,1,"Assassination",1,"Business",,".",19,"Bangladesh",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602080007,1996,2,8,19,"Bangladesh",6,"South Asia","Dhaka",23.81,90.41,0,1,0,9,"Unknown",2,"Government (General)",18,"Government Personnel (excluding police, military)",19,"Bangladesh",0,13,"Unknown",,".",,0,0,0,0
199602080057,1996,2,8,19,"Bangladesh",6,"South Asia","Dhaka",23.81,90.41,0,1,0,1,"Assassination",22,"Violent Political Party",109,"Party Official/Candidate/Other Personnel",19,"Bangladesh",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602080058,1996,2,8,36,"Cambodia",5,"Southeast Asia","Phnom Penh",11.56,104.92,0,0,0,1,"Assassination",10,"Journalists & Media",54,"Radio Journalist/Staff/Facility",36,"Cambodia",0,5,"Firearms",3,"Handgun","Pistol",0,1,0,0
199602080059,1996,2,8,69,"France",8,"Western Europe","Bastia",42.7,9.45,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",69,"France",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602080060,1996,2,8,60,"Egypt",10,"Middle East & North Africa","Abu Qurqas",27.93,30.84,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers",60,"Egypt",0,5,"Firearms",5,"Unknown Gun Type","Firearm",3,0,0,0
199602090001,1996,2,9,145,"Nicaragua",2,"Central America & Caribbean","Leon",12.43,-86.88,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship",145,"Nicaragua",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602090003,1996,2,9,186,"Sri Lanka",6,"South Asia","Hikkaduwa",6.14,80.1,0,1,0,1,"Assassination",1,"Business",8,"Hotel/Resort",199,"Switzerland",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",1,0,0,0
199602090004,1996,2,9,603,"United Kingdom",8,"Western Europe","London",51.5,-0.13,0,1,0,3,"Bombing/Explosion",1,"Business",,".",216,"Great Britain",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Explosive",2,100,0,0
199602090005,1996,2,9,45,"Colombia",3,"South America","Urrao",6.32,-76.13,0,1,0,9,"Unknown",4,"Military",29,"Military Unit/Patrol/Convoy",45,"Colombia",0,13,"Unknown",,".",,2,5,0,0
199602100001,1996,2,10,110,"Lebanon",10,"Middle East & North Africa","Braachit",33.18,35.44,0,1,0,3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",94,"Non-State Militia",110,"Lebanon",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Roadside bomb",0,1,0,0
199602100002,1996,2,10,155,"West Bank and Gaza Strip",10,"Middle East & North Africa","Unknown",31.36,34.33,0,1,0,1,"Assassination",3,"Police",25,"Police Security Forces/Officers",155,"West Bank and Gaza Strip",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602100003,1996,2,10,177,"Sierra Leone",11,"Sub-Saharan Africa","Free Town",8.47,-13.23,0,1,0,2,"Armed Assault",2,"Government (General)",18,"Government Personnel (excluding police, military)",177,"Sierra Leone",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",0,0,0,0
199602100004,1996,2,10,6,"Algeria",10,"Middle East & North Africa","Blida",36.48,2.83,0,1,0,1,"Assassination",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",6,"Algeria",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602100005,1996,2,10,23,"Benin",11,"Sub-Saharan Africa","Unknown",10.8,1.68,0,1,0,6,"Hostage Taking (Kidnapping)",2,"Government (General)",18,"Government Personnel (excluding police, military)",23,"Benin",0,13,"Unknown",,".",,0,0,1,0
199602100006,1996,2,10,44,"China",4,"East Asia","Wensu (County)",41.28,80.24,0,1,0,1,"Assassination",3,"Police",25,"Police Security Forces/Officers",44,"China",0,9,"Melee",23,"Knife or Other Sharp Object","Knife",2,0,0,0
199602100007,1996,2,10,53,"Cyprus",8,"Western Europe","Limassol",34.71,33.02,0,1,0,3,"Bombing/Explosion",7,"Government (Diplomatic)",46,"Embassy/Consulate",,".",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Bomb",0,0,0,0
199602110001,1996,2,11,235,"Yugoslavia",9,"Eastern Europe","Vucitrn",42.82,20.97,0,1,0,3,"Bombing/Explosion",13,"Other",65,"Refugee Camp",235,"Yugoslavia",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,0,0,0
199602110002,1996,2,11,186,"Sri Lanka",6,"South Asia","Navalachenai",7.81,81.59,0,1,0,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley",186,"Sri Lanka",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,3,0,0
199602110003,1996,2,11,186,"Sri Lanka",6,"South Asia","Kiliveddi",8.35,81.29,0,1,0,2,"Armed Assault",4,"Military",29,"Military Unit/Patrol/Convoy",186,"Sri Lanka",0,5,"Firearms",5,"Unknown Gun Type","Firearm",3,0,0,0
199602110004,1996,2,11,202,"Tajikistan",7,"Central Asia","Sicharog",38.73,69.8,0,1,0,2,"Armed Assault",9,"Food or Water Supply",51,"Food Supply",202,"Tajikistan",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",22,0,0,0
199602110005,1996,2,11,6,"Algeria",10,"Middle East & North Africa","Bab El Oued",36.79,3.05,0,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",2,40,0,0
199602110006,1996,2,11,6,"Algeria",10,"Middle East & North Africa","Algiers",36.75,3.04,0,1,0,3,"Bombing/Explosion",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",6,"Algeria",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Car bomb",18,52,0,0
199602110007,1996,2,11,15,"Austria",8,"Western Europe","Graz",47.07,15.44,0,1,0,7,"Facility/Infrastructure Attack",1,"Business",4,"Multinational Corporation",142,"Netherlands",0,8,"Incendiary",,".","Incendiary",0,0,0,0
199602110008,1996,2,11,18,"Bahrain",10,"Middle East & North Africa","Manama",26.22,50.58,0,1,0,3,"Bombing/Explosion",1,"Business",8,"Hotel/Resort",18,"Bahrain",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,4,0,0
199602110009,1996,2,11,19,"Bangladesh",6,"South Asia","Thanchi",21.82,92.44,0,1,0,9,"Unknown",2,"Government (General)",21,"Government Building/Facility/Office",19,"Bangladesh",0,13,"Unknown",,".",,2,0,0,0
199602120001,1996,2,12,130,"Mexico",1,"North America","San Luis Rio Colorado",32.45,-114.77,0,1,0,6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",68,"Named Civilian",217,"United States",0,13,"Unknown",,".",,0,0,1,1
199602120002,1996,2,12,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602120003,1996,2,12,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602120004,1996,2,12,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602120005,1996,2,12,160,"Philippines",5,"Southeast Asia","Dipolog",8.58,123.34,0,1,0,1,"Assassination",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility",160,"Philippines",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,,0,0
199602120006,1996,2,12,167,"Russia",9,"Eastern Europe","Moscow",55.75,37.62,0,1,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally",167,"Russia",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",0,1,0,0
199602120007,1996,2,12,11,"Argentina",3,"South America","Cordoba",-31.4,-64.18,0,1,0,3,"Bombing/Explosion",8,"Educational Institution",50,"Other Personnel",11,"Argentina",0,6,"Explosives/Bombs/Dynamite",14,"Time Fuse","Pipe bomb",0,0,0,0
199602130001,1996,2,13,19,"Bangladesh",6,"South Asia","Narsingdi",24,90.79,0,1,0,7,"Facility/Infrastructure Attack",19,"Transportation",100,"Train/Train Tracks/Trolley",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602130002,1996,2,13,19,"Bangladesh",6,"South Asia","Khulna",22.85,89.54,0,1,0,3,"Bombing/Explosion",3,"Police",25,"Police Security Forces/Officers",19,"Bangladesh",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",0,5,0,0
199602130003,1996,2,13,92,"India",6,"South Asia","Anantnag",33.73,75.15,0,1,0,3,"Bombing/Explosion",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)",92,"India",0,6,"Explosives/Bombs/Dynamite",8,"Land Mine","Mine",11,0,0,0
199602140001,1996,2,14,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602140002,1996,2,14,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602140003,1996,2,14,153,"Pakistan",6,"South Asia","Karachi",24.89,67.03,0,1,0,1,"Assassination",20,"Unknown",,".",153,"Pakistan",0,5,"Firearms",5,"Unknown Gun Type","Firearm",1,0,0,0
199602140004,1996,2,14,160,"Philippines",5,"Southeast Asia","Manila",14.6,120.98,0,1,0,3,"Bombing/Explosion",1,"Business",3,"Bank/Commerce",217,"United States",0,6,"Explosives/Bombs/Dynamite",11,"Projectile (rockets, mortars, RPGs, etc.)","Rocket propelled grenade",,4,0,0
199602140005,1996,2,14,185,"Spain",8,"Western Europe","Madrid",40.42,-3.7,0,1,0,1,"Assassination",2,"Government (General)",14,"Judge/Attorney/Court",185,"Spain",0,5,"Firearms",5,"Unknown Gun Type","Small caliber",1,0,0,0
199602140006,1996,2,14,213,"Uganda",11,"Sub-Saharan Africa","Purongo",2.54,31.84,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",75,"Village/City/Town/Suburb",213,"Uganda",0,5,"Firearms",5,"Unknown Gun Type","Firearm",12,0,0,0
199602140007,1996,2,14,18,"Bahrain",10,"Middle East & North Africa","Isa Town",26.17,50.55,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square",18,"Bahrain",0,6,"Explosives/Bombs/Dynamite",15,"Vehicle","Bomb",0,0,0,0
199602140008,1996,2,14,19,"Bangladesh",6,"South Asia","Khulna",22.85,89.54,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",84,"Political Party Member/Rally",19,"Bangladesh",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",2,0,0,0
199602140009,1996,2,14,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,1,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",83,"Protester",19,"Bangladesh",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,14,0,0
199602140010,1996,2,14,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,1,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",83,"Protester",19,"Bangladesh",0,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type","Explosive",1,14,0,0
199602140011,1996,2,14,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,1,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",19,"Election-related",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602140012,1996,2,14,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,1,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",19,"Election-related",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602140013,1996,2,14,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,1,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",19,"Election-related",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602140014,1996,2,14,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,1,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",19,"Election-related",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
199602140015,1996,2,14,19,"Bangladesh",6,"South Asia","Chittagong",22.35,91.81,1,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",19,"Election-related",19,"Bangladesh",0,8,"Incendiary",,".",,0,0,0,0
